A2OW5HPRQ6JKUS,B0000223UV,5.0,1403481600
A2AUZFU4EN8RQ6,B0000224J4,2.0,1403481600
AJWB4M73M2YVK,B00004TBL1,1.0,1403481600
A2OW5HPRQ6JKUS,B00004TR9U,5.0,1403481600
A3VVYWOQPD2EIR,B00004U6A8,5.0,1403481600
A3O6TO8BC85CZ4,B00004UDKW,1.0,1403481600
A1X1CEGHTHMBL1,B00004WA56,5.0,1403481600
A3VS3V5DPTVBBY,B00005Q7C8,5.0,1403481600
A2OW5HPRQ6JKUS,B00005R1I0,5.0,1403481600
A3636KLZDROV74,B00005RHQM,5.0,1403481600
A277TR3LC9L30Q,B00006ANRX,5.0,1403481600
A1EZM2FCOP7P2D,B00006JPO6,1.0,1403481600
A3DWJPNIMV9PMG,B00008MOQ4,5.0,1403481600
AYCSN371FV21F,B0000DCZKA,4.0,1403481600
AYCSN371FV21F,B0000DD0TK,4.0,1403481600
A277TR3LC9L30Q,B0000DD6JI,5.0,1403481600
AATWFX0ZZSE6C,B0000DH4O6,5.0,1403481600
A5SBPZ1KHWX5Y,B0001ZI560,5.0,1403481600
AATWFX0ZZSE6C,B0001ZLR1K,5.0,1403481600
A2U5GU21D0HHU1,B0002QZ4YE,5.0,1403481600
A3U31AZC7MO1JX,B0002TW1D8,5.0,1403481600
AE6RGKZ81IME1,B0006U66E8,5.0,1403481600
A1G9LQJVDAS7XQ,B0007A29UC,5.0,1403481600
A1PI8VBCXXSGC7,B0007CTMYQ,4.0,1403481600
ATK8KCE1NCBK5,B0007XXHGY,4.0,1403481600
A1MV3EBWBUI0X,B0008F5HIM,4.0,1403481600
A1EISWPZOUQC1O,B000BFHED0,5.0,1403481600
A2U5GU21D0HHU1,B000BKBYWW,3.0,1403481600
A1EZM2FCOP7P2D,B000BPILBY,5.0,1403481600
A3W1GTPE4S4DN2,B000CCXHJM,5.0,1403481600
A3W1GTPE4S4DN2,B000CCXHM4,5.0,1403481600
ARNSIMLKU7PT6,B000EDPT9K,5.0,1403481600
A30796FLFX7V1Q,B000GTOUG0,1.0,1403481600
A1OJGOFA4XBUZ9,B000H5Y7NE,5.0,1403481600
AYX3L1MDEDZKP,B000HA9O96,5.0,1403481600
A69ZC6I3VP2B4,B000HEIVNM,4.0,1403481600
AYX3L1MDEDZKP,B000JFLMBM,5.0,1403481600
A3LSEIG2PIJYBL,B000K7GRCI,3.0,1403481600
A2ASJGWRWTPBAK,B000LV7VXW,5.0,1403481600
A2194PH8DKGB7I,B000MPMF5G,5.0,1403481600
A9LZ6MRFYI6US,B000NIFJQE,4.0,1403481600
A1EISWPZOUQC1O,B000NPR43S,5.0,1403481600
AE6RGKZ81IME1,B000NPZ4YO,3.0,1403481600
A1FOSIV4TWZFR7,B000P1OA1O,5.0,1403481600
A1Y2A22CAT5HD3,B000P4E412,5.0,1403481600
A13U60NGDEMYS1,B000RUL2UU,4.0,1403481600
A3S5WYWYKSAI9C,B000UNWJMY,5.0,1403481600
A28HUBMSCXVQW0,B00103FDDU,5.0,1403481600
A1QTEC5EBRK0PF,B0012RPD3E,3.0,1403481600
A1EZM2FCOP7P2D,B0014KMDZ0,4.0,1403481600
A1JXCB00K7TVVG,B0014XEM88,5.0,1403481600
A1SS6D6F9C15O1,B001AIKIE4,5.0,1403481600
A2XZFXWPFVRKP6,B001AIKIE4,5.0,1403481600
A10Z8FC0SMU5VQ,B001BPOBTY,5.0,1403481600
A26DG05WFGH2V0,B001DTNM7A,5.0,1403481600
A2TA40MV2H4O6F,B001DVW0PI,5.0,1403481600
A3F8T3BRXRX5P3,B001EK1WSY,4.0,1403481600
A37AQI4AU3JWSR,B001Z3C3AG,2.0,1403481600
A2243YB0R7S9BK,B0020ML6H2,5.0,1403481600
A2NHXRO578LXVC,B0022G72BK,5.0,1403481600
A1QTEC5EBRK0PF,B002BA5YMG,5.0,1403481600
A27YDOZXSXJTYA,B002FYGG5M,5.0,1403481600
A39IXBGZWTUE6Q,B002KEIU4W,5.0,1403481600
A2OW5HPRQ6JKUS,B002LZTKIA,5.0,1403481600
ARNSIMLKU7PT6,B0030IRKHA,4.0,1403481600
AUUV3XDYB16X5,B00367NWZY,2.0,1403481600
A54SG05AV6S4H,B0038M6W54,5.0,1403481600
A3ACPODHK4PYQ7,B00396S1Q2,2.0,1403481600
A54SG05AV6S4H,B003BXKZZ8,5.0,1403481600
A2NHXRO578LXVC,B003E1QPZG,5.0,1403481600
A69ZC6I3VP2B4,B003E48ERK,5.0,1403481600
A1PBTCUW6TWHRH,B003ES5SXE,4.0,1403481600
A1QTEC5EBRK0PF,B003FMVJQO,5.0,1403481600
A1PBTCUW6TWHRH,B003JQJYHM,5.0,1403481600
AYAAS18W2I3Q0,B003KQLUZU,5.0,1403481600
A2OW5HPRQ6JKUS,B003LHJSY8,5.0,1403481600
AVXVX2I1MFGUU,B003M5IWM8,2.0,1403481600
A1TVFEIAK9EMID,B003NCVFC4,5.0,1403481600
A1O2FVELQ90L2C,B003O1UXFO,3.0,1403481600
A38PB0X0RJT1ZO,B003TFOPJA,4.0,1403481600
A1F9Z42CFF9IAY,B003TOBM1K,3.0,1403481600
A12653WWYYHPFK,B003XXE0RA,5.0,1403481600
A256T5PCQ0UZIM,B00439HLW4,4.0,1403481600
A1ZOIGQHW7FPT2,B00443I32G,4.0,1403481600
A2OW5HPRQ6JKUS,B0046RDW44,5.0,1403481600
A10MBXD2XNU5XO,B004BLIQIM,2.0,1403481600
AK9OLDTW0L43Q,B004CRSNCE,2.0,1403481600
A2OW5HPRQ6JKUS,B004G3RO5G,5.0,1403481600
AJWB4M73M2YVK,B004XA284E,5.0,1403481600
A2NSCHJNZAAT28,B0050MIIKM,5.0,1403481600
A1O2FVELQ90L2C,B0054YCNBG,5.0,1403481600
A38PB0X0RJT1ZO,B0058DHXHM,2.0,1403481600
A2SATO5BNKWY3Y,B005DUZ0PC,5.0,1403481600
A38PB0X0RJT1ZO,B005KG6A0I,4.0,1403481600
A39H7F511SV2AS,B005UEEVGA,5.0,1403481600
A1RTSVWEXMKAR1,B005Z29U6S,5.0,1403481600
A116EZCJJGHJQ2,B0064TXLHA,5.0,1403481600
AR4R0I0ISSUJ5,B006E0QAFY,5.0,1403481600
A3G4ZL86IZPA1A,B006IYIQKS,4.0,1403481600
A3C96IWQ26Q46I,B0073COMUW,5.0,1403481600
A363ZU842144NS,B007JV6F34,5.0,1403481600
A1QTEC5EBRK0PF,B0085GK2AO,5.0,1403481600
A1JXGU255ZN7JJ,B0088XA3X0,5.0,1403481600
A1OJGOFA4XBUZ9,B008N3QW4O,5.0,1403481600
A13F2G32I95HNK,B00915RAIU,2.0,1403481600
A1ITMD6EACTXI9,B009O94W3E,5.0,1403481600
AR2UP6OPTNI6F,B009ZQAXGQ,2.0,1403481600
A256T5PCQ0UZIM,B00BND42NE,5.0,1403481600
A1NZWSMU30OIEZ,B00EN72WAM,5.0,1403481600
A13F2G32I95HNK,B00ENA0C3I,5.0,1403481600
A2RLL7BESPS3RR,B00EP79NYS,5.0,1403481600
AYCSN371FV21F,B00F2CGVPE,5.0,1403481600
A336PPLFDTXENM,B00G67EPG6,5.0,1403481600
A1MRRMHGV3PN5W,B00GG16WDQ,4.0,1403481600
A2WY52YD5GAEIB,B00HQYFZGM,5.0,1403481600
A379DLIAF0MFM5,B00HQYFZGM,5.0,1403481600
A2VH0UT5EQFB6P,B00HUCUHLI,4.0,1403481600
A1JZFGZEZVWQPY,B00HUZCY5W,5.0,1403481600
AOEDWQLH2WKKW,B00HUZCY5W,4.0,1403481600
A16EIVIBBXFAQ0,B00I1G4Q7S,5.0,1403481600
AQH1SWR5HA413,B00IR57120,5.0,1403481600
A2TVH2OBNXYXHV,B00IR57120,5.0,1403481600
A1DRM3JV6T5O6P,B00IR57120,4.0,1403481600
A1NOV41485TE0D,B00JTYO2C0,5.0,1403481600
A388OX0ZF7OT8R,B00KB5XOGG,5.0,1403481600
A280GZ1AMMM7XH,B00002267Y,5.0,1403568000
ALDYVPJB1J69N,B00002X29G,5.0,1403568000
A3OXHLG6DIBRW8,B000056BMW,4.0,1403568000
A3EEAA5MOWZBIE,B00006WNMI,4.0,1403568000
A1KH8KYDA68H3U,B000090PJS,5.0,1403568000
A19MNLXNDBHI54,B0000DCFHM,5.0,1403568000
ADUNF5VQUD5M3,B0000DD0XL,3.0,1403568000
A1DIPVFBDL4W6R,B0000DD5GQ,5.0,1403568000
A1MJZCYU7FUB1I,B00019JP8S,5.0,1403568000
ADUNF5VQUD5M3,B0002H49BM,5.0,1403568000
A10YNQ7SPY4X63,B0002LLWZY,5.0,1403568000
A2T9HCIVTG1OAA,B0006J4KAG,5.0,1403568000
A1UHJ6MF3LMJCQ,B0007CTMYQ,5.0,1403568000
A1DFLMM3XF5D8G,B000BMBPGU,5.0,1403568000
A3RVDXHXWXI6K4,B000BMIQO4,5.0,1403568000
A216CBON6HHOJS,B000BQK0FS,4.0,1403568000
A4G6K1VAKLIUD,B000BQU5QW,5.0,1403568000
A27IK6UYTBJ7GF,B000CEF5HC,5.0,1403568000
A1G7B1CD37V81T,B000EDUIX2,5.0,1403568000
A280GZ1AMMM7XH,B000F10HV6,5.0,1403568000
A1MJZCYU7FUB1I,B000FH4III,5.0,1403568000
A2B46SV9H0FIZ4,B000GDAX6W,5.0,1403568000
A3EGFSX6FQHWQ1,B000GYHDYQ,5.0,1403568000
A16E2MZ0QB3ENG,B000H5MQNM,5.0,1403568000
A2MFHJ08ZX3O61,B000H5MQNM,5.0,1403568000
A2X66A9HPMDH8T,B000H94F6E,5.0,1403568000
A1LJ3BCAVCYXV2,B000IKK0OI,5.0,1403568000
AIW69E9JMGN83,B000JGEOHK,5.0,1403568000
A3C25PH9AWIHKO,B000LF87AE,5.0,1403568000
AJJJQYQJ4MIVB,B000LV7VXW,5.0,1403568000
A1MJZCYU7FUB1I,B000M2WVT4,4.0,1403568000
A2Q2VUSLNM0MUP,B000M34S08,5.0,1403568000
A1DFLMM3XF5D8G,B000NIK9BE,5.0,1403568000
A1R9Q8HCIKPU0Z,B000NPT5YE,4.0,1403568000
A1R9Q8HCIKPU0Z,B000NPT6IE,5.0,1403568000
A3EEAA5MOWZBIE,B000OQ21CA,5.0,1403568000
A2WC73ISK8GPWH,B000P1OA1O,1.0,1403568000
A21LDIFT02EMXX,B000R7PM36,4.0,1403568000
A2PBDLICFUM939,B000RHXGCU,5.0,1403568000
A1LJ3BCAVCYXV2,B000RSOV50,5.0,1403568000
ADUNF5VQUD5M3,B000T9W4TC,5.0,1403568000
A2B46SV9H0FIZ4,B000U204W2,5.0,1403568000
A1DFLMM3XF5D8G,B000VSMJCS,5.0,1403568000
A1HKQEAGW8Q0W9,B000VZNEM0,5.0,1403568000
A1LJ3BCAVCYXV2,B000WE53NI,5.0,1403568000
A21LDIFT02EMXX,B000XTPNZK,4.0,1403568000
A2B7AECKJLTAKC,B0012HINC2,5.0,1403568000
A3BIR2418I0M3N,B0014A4JWU,5.0,1403568000
A21LDIFT02EMXX,B00166OALC,5.0,1403568000
AKFDGASEZPCA3,B0017PNRCA,5.0,1403568000
ADUNF5VQUD5M3,B001AOP1T0,5.0,1403568000
A12VMTWNK40LSC,B001BZZ33W,5.0,1403568000
A3BIR2418I0M3N,B001CMLAZ4,5.0,1403568000
